"Country or Area","Year","Area","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Turkey","1955","Total","Data tabulated by year of occurrence","Final figure, complete","1963","10455",""
"Turkey","1954","Total","Data tabulated by year of occurrence","Final figure, complete","1963","10155",""
"Turkey","1953","Total","Data tabulated by year of occurrence","Final figure, complete","1960","9908",""
"Turkey","1952","Total","Data tabulated by year of occurrence","Final figure, complete","1960","9486",""
"Turkey","1951","Total","Data tabulated by year of occurrence","Final figure, complete","1960","8832",""
"Turkey","1950","Total","Data tabulated by year of occurrence","Final figure, complete","1960","7873",""
"Turkey","1949","Total","Data tabulated by year of occurrence","Final figure, complete","1952","7390",""
"Turkey","1948","Total","Data tabulated by year of occurrence","Final figure, complete","1952","6818",""
"Turkmenistan","1998","Total","Data tabulated by year of occurrence","Final figure, complete","1998","5346",""
"Turkmenistan","1989","Total","Data tabulated by year of occurrence","Final figure, complete","1989","4940",""
"Turkmenistan","1988","Total","Data tabulated by year of occurrence","Final figure, complete","1989","4956",""
"Turkmenistan","1987","Total","Data tabulated by year of occurrence","Final figure, complete","1989","4909",""
"Turkmenistan","1986","Total","Data tabulated by year of occurrence","Final figure, complete","1989","4901",""
"Turkmenistan","1985","Total","Data tabulated by year of occurrence","Final figure, complete","1989","4745",""
"Turkmenistan","1984","Total","Data tabulated by year of occurrence","Final figure, complete","1989","4507",""
"Turkmenistan","1983","Total","Data tabulated by year of occurrence","Final figure, complete","1989","4414",""
"Turkmenistan","1982","Total","Data tabulated by year of occurrence","Final figure, complete","1989","4225",""
"Turkmenistan","1981","Total","Data tabulated by year of occurrence","Final figure, complete","1989","3938",""
"Turkmenistan","1980","Total","Data tabulated by year of occurrence","Final figure, complete","1989","3870",""
"Turkmenistan","1979","Total","Data tabulated by year of occurrence","Final figure, complete","1989","4299",""
"Turks and Caicos Islands","2017","Total","Data tabulated by year of occurrence","Final figure, complete","2019","18",""
"Turks and Caicos Islands","2016","Total","Data tabulated by year of occurrence","Final figure, complete","2019","36",""
"Turks and Caicos Islands","2015","Total","Data tabulated by year of occurrence","Final figure, complete","2019","47",""
"Turks and Caicos Islands","2014","Total","Data tabulated by year of occurrence","Final figure, complete","2019","31",""
"Turks and Caicos Islands","2013","Total","Data tabulated by year of occurrence","Final figure, complete","2017","29",""
"Turks and Caicos Islands","2012","Total","Data tabulated by year of occurrence","Final figure, complete","2017","35",""
"Turks and Caicos Islands","2011","Total","Data tabulated by year of occurrence","Final figure, complete","2017","26",""
"Turks and Caicos Islands","2009","Total","Data tabulated by year of occurrence","Final figure, complete","2017","24",""
"Turks and Caicos Islands","2008","Total","Data tabulated by year of occurrence","Final figure, complete","2011","8",""
"Turks and Caicos Islands","2007","Total","Data tabulated by year of occurrence","Final figure, complete","2011","27",""
"Turks and Caicos Islands","2006","Total","Data tabulated by year of occurrence","Final figure, complete","2008","22","78"
"Turks and Caicos Islands","2005","Total","Data tabulated by year of occurrence","Final figure, complete","2005","24","78"
"Turks and Caicos Islands","2004","Total","Data tabulated by year of occurrence","Final figure, complete","2005","16","78"
"Turks and Caicos Islands","2003","Total","Data tabulated by year of occurrence","Final figure, complete","2004","9","78"
"Turks and Caicos Islands","2002","Total","Data tabulated by year of occurrence","Final figure, complete","2004","46",""
"Turks and Caicos Islands","2001","Total","Data tabulated by year of occurrence","Final figure, complete","2004","24",""
"Turks and Caicos Islands","2000","Total","Data tabulated by year of occurrence","Final figure, complete","2004","22",""
"Turks and Caicos Islands","1999","Total","Data tabulated by year of occurrence","Final figure, complete","2004","15",""
"Turks and Caicos Islands","1998","Total","Data tabulated by year of occurrence","Final figure, complete","2004","8",""
"Turks and Caicos Islands","1997","Total","Data tabulated by year of occurrence","Final figure, complete","2004","10",""
"Turks and Caicos Islands","1996","Total","Data tabulated by year of occurrence","Final figure, complete","2004","7",""
"Turks and Caicos Islands","1995","Total","Data tabulated by year of occurrence","Final figure, complete","2004","1",""
"Turks and Caicos Islands","1994","Total","Data tabulated by year of occurrence","Final figure, complete","2004","5",""
"Turks and Caicos Islands","1993","Total","Data tabulated by year of occurrence","Final figure, complete","2004","13",""
"Turks and Caicos Islands","1992","Total","Data tabulated by year of occurrence","Final figure, complete","2004","12",""
"Turks and Caicos Islands","1991","Total","Data tabulated by year of occurrence","Final figure, complete","2004","11",""
"Turks and Caicos Islands","1990","Total","Data tabulated by year of occurrence","Final figure, complete","2004","16",""
"Turks and Caicos Islands","1983","Total","Data tabulated by year of occurrence","Final figure, complete","1984","4",""
"Turks and Caicos Islands","1982","Total","Data tabulated by year of occurrence","Final figure, complete","1984","6",""
"Turks and Caicos Islands","1981","Total","Data tabulated by year of occurrence","Final figure, complete","1984","7",""
"Turks and Caicos Islands","1980","Total","Data tabulated by year of occurrence","Final figure, complete","1984","10",""
"Turks and Caicos Islands","1979","Total","Data tabulated by year of occurrence","Final figure, complete","1984","10",""
"Turks and Caicos Islands","1978","Total","Data tabulated by year of occurrence","Final figure, complete","1981","8",""
"Turks and Caicos Islands","1977","Total","Data tabulated by year of occurrence","Final figure, complete","1981","3",""
"Turks and Caicos Islands","1976","Total","Data tabulated by year of occurrence","Final figure, complete","1981","4",""
"Turks and Caicos Islands","1968","Total","Data tabulated by year of occurrence","Final figure, complete","1969","8",""
"Turks and Caicos Islands","1965","Total","Data tabulated by year of occurrence","Final figure, complete","1976","8",""
"Turks and Caicos Islands","1962","Total","Data tabulated by year of occurrence","Final figure, complete","1966","6",""
"Turks and Caicos Islands","1958","Total","Data tabulated by year of occurrence","Final figure, complete","1966","5",""
"Ukraine","2019","Total","Data tabulated by year of registration","Final figure, complete","2020","138005","79"
"Ukraine","2018","Total","Data tabulated by year of registration","Final figure, complete","2020","153949","79"
"Ukraine","2017","Total","Data tabulated by year of registration","Final figure, complete","2018","128734","79"
"Ukraine","2016","Total","Data tabulated by year of registration","Final figure, complete","2018","129997","79"
"Ukraine","2015","Total","Data tabulated by year of registration","Final figure, complete","2018","129373","79"
"Ukraine","2014","Total","Data tabulated by year of registration","Final figure, complete","2018","130673","79"
"Ukraine","2013","Total","Data tabulated by year of registration","Final figure, complete","2018","164939",""
"Ukraine","2012","Total","Data tabulated by year of registration","Final figure, complete","2018","168508",""
"Ukraine","2011","Total","Data tabulated by year of registration","Final figure, complete","2018","182490",""
"Ukraine","2010","Total","Data tabulated by year of registration","Final figure, complete","2018","126068","80"
"Ukraine","2010","Urban","Data tabulated by year of registration","Final figure, complete","2018","98568","80"
"Ukraine","2010","Rural","Data tabulated by year of registration","Final figure, complete","2018","27500","80"
"Ukraine","2009","Total","Data tabulated by year of registration","Final figure, complete","2018","145439",""
"Ukraine","2009","Urban","Data tabulated by year of registration","Final figure, complete","2018","112681",""
"Ukraine","2009","Rural","Data tabulated by year of registration","Final figure, complete","2018","32758",""
"Ukraine","2008","Total","Data tabulated by year of registration","Final figure, complete","2018","166845",""
"Ukraine","2008","Urban","Data tabulated by year of registration","Final figure, complete","2018","128909",""
"Ukraine","2008","Rural","Data tabulated by year of registration","Final figure, complete","2018","37936",""
"Ukraine","2007","Total","Data tabulated by year of registration","Final figure, complete","2018","178364",""
"Ukraine","2007","Urban","Data tabulated by year of registration","Final figure, complete","2018","138630",""
"Ukraine","2007","Rural","Data tabulated by year of registration","Final figure, complete","2018","39734",""
"Ukraine","2006","Total","Data tabulated by year of registration","Final figure, complete","2017","179123",""
"Ukraine","2006","Urban","Data tabulated by year of registration","Final figure, complete","2017","138993",""
"Ukraine","2006","Rural","Data tabulated by year of registration","Final figure, complete","2017","40130",""
"Ukraine","2005","Total","Data tabulated by year of registration","Final figure, complete","2014","183455",""
"Ukraine","2005","Urban","Data tabulated by year of registration","Final figure, complete","2014","141971",""
"Ukraine","2005","Rural","Data tabulated by year of registration","Final figure, complete","2014","41484",""
"Ukraine","2004","Total","Data tabulated by year of registration","Final figure, complete","2014","173163",""
"Ukraine","2004","Urban","Data tabulated by year of registration","Final figure, complete","2014","134372",""
"Ukraine","2004","Rural","Data tabulated by year of registration","Final figure, complete","2014","38791",""
"Ukraine","2003","Total","Data tabulated by year of registration","Final figure, complete","2014","177183",""
"Ukraine","2003","Urban","Data tabulated by year of registration","Final figure, complete","2014","138053",""
"Ukraine","2003","Rural","Data tabulated by year of registration","Final figure, complete","2014","39130",""
"Ukraine","2002","Total","Data tabulated by year of registration","Final figure, complete","2013","183538",""
"Ukraine","2002","Urban","Data tabulated by year of registration","Final figure, complete","2013","145457",""
"Ukraine","2002","Rural","Data tabulated by year of registration","Final figure, complete","2013","38081",""
"Ukraine","2001","Total","Data tabulated by year of registration","Final figure, complete","2012","181334",""
"Ukraine","2001","Urban","Data tabulated by year of registration","Final figure, complete","2012","147877",""
"Ukraine","2001","Rural","Data tabulated by year of registration","Final figure, complete","2012","33457",""
"Ukraine","2000","Total","Data tabulated by year of registration","Final figure, complete","2011","197274",""
"Ukraine","2000","Urban","Data tabulated by year of registration","Final figure, complete","2011","162473",""
"Ukraine","2000","Rural","Data tabulated by year of registration","Final figure, complete","2011","34801",""
"Ukraine","1999","Total","Data tabulated by year of registration","Final figure, complete","2009","175781",""
"Ukraine","1999","Urban","Data tabulated by year of registration","Final figure, complete","2009","144648",""
"Ukraine","1999","Rural","Data tabulated by year of registration","Final figure, complete","2009","31133",""
"Ukraine","1998","Total","Data tabulated by year of registration","Final figure, complete","2009","179688",""
"Ukraine","1998","Urban","Data tabulated by year of registration","Final figure, complete","2009","148720",""
"Ukraine","1998","Rural","Data tabulated by year of registration","Final figure, complete","2009","30968",""
"Ukraine","1997","Total","Data tabulated by year of registration","Final figure, complete","2008","188232",""
"Ukraine","1997","Urban","Data tabulated by year of registration","Final figure, complete","2008","157489",""
"Ukraine","1997","Rural","Data tabulated by year of registration","Final figure, complete","2008","30743",""
"Ukraine","1996","Total","Data tabulated by year of registration","Final figure, complete","2007","193030",""
"Ukraine","1996","Urban","Data tabulated by year of registration","Final figure, complete","2007","162988",""
"Ukraine","1996","Rural","Data tabulated by year of registration","Final figure, complete","2007","30042",""
"Ukraine","1995","Total","Data tabulated by year of registration","Final figure, complete","1996","198300",""
"Ukraine","1995","Urban","Data tabulated by year of registration","Final figure, complete","1996","166360",""
"Ukraine","1995","Rural","Data tabulated by year of registration","Final figure, complete","1996","31940",""
"Ukraine","1994","Total","Data tabulated by year of registration","Final figure, complete","1995","207577",""
"Ukraine","1994","Urban","Data tabulated by year of registration","Final figure, complete","1995","177664",""
"Ukraine","1994","Rural","Data tabulated by year of registration","Final figure, complete","1995","29913",""
"Ukraine","1993","Total","Data tabulated by year of registration","Final figure, complete","1994","218974",""
"Ukraine","1993","Urban","Data tabulated by year of registration","Final figure, complete","1994","187584",""
"Ukraine","1993","Rural","Data tabulated by year of registration","Final figure, complete","1994","31390",""
"Ukraine","1991","Total","Data tabulated by year of registration","Final figure, complete","1992","200810",""
"Ukraine","1991","Urban","Data tabulated by year of registration","Final figure, complete","1992","172374",""
"Ukraine","1991","Rural","Data tabulated by year of registration","Final figure, complete","1992","28436",""
"Ukraine","1990","Total","Data tabulated by year of registration","Final figure, complete","1991","192835",""
"Ukraine","1990","Urban","Data tabulated by year of registration","Final figure, complete","1991","165625",""
"Ukraine","1990","Rural","Data tabulated by year of registration","Final figure, complete","1991","27210",""
"Ukraine","1989","Total","Data tabulated by year of registration","Final figure, complete","1991","193676",""
"Ukraine","1989","Urban","Data tabulated by year of registration","Final figure, complete","1991","167140",""
"Ukraine","1989","Rural","Data tabulated by year of registration","Final figure, complete","1991","26536",""
"Ukraine","1988","Total","Data tabulated by year of registration","Final figure, complete","1989","185357",""
"Ukraine","1988","Urban","Data tabulated by year of registration","Final figure, complete","1979","159304",""
"Ukraine","1988","Rural","Data tabulated by year of registration","Final figure, complete","1979","26053",""
"Ukraine","1987","Total","Data tabulated by year of registration","Final figure, complete","1989","184720",""
"Ukraine","1987","Urban","Data tabulated by year of registration","Final figure, complete","1979","158189",""
"Ukraine","1987","Rural","Data tabulated by year of registration","Final figure, complete","1979","26531",""
"Ukraine","1986","Total","Data tabulated by year of registration","Final figure, complete","1989","180366",""
"Ukraine","1985","Total","Data tabulated by year of registration","Final figure, complete","1989","183373",""
"Ukraine","1984","Total","Data tabulated by year of registration","Final figure, complete","1989","186629",""
"Ukraine","1983","Total","Data tabulated by year of registration","Final figure, complete","1989","190061",""
"Ukraine","1982","Total","Data tabulated by year of registration","Final figure, complete","1989","181576",""
"Ukraine","1981","Total","Data tabulated by year of registration","Final figure, complete","1989","185818",""
"Ukraine","1980","Total","Data tabulated by year of registration","Final figure, complete","1989","181700",""
"Ukraine","1979","Total","Data tabulated by year of registration","Final figure, complete","1989","190060",""
"Ukraine","1978","Total","Data tabulated by year of registration","Final figure, complete","1979","182696",""
"Ukraine","1977","Total","Data tabulated by year of registration","Final figure, complete","1979","185292",""
"Ukraine","1976","Total","Data tabulated by year of registration","Final figure, complete","1977","180311",""
"Ukraine","1975","Total","Data tabulated by year of registration","Final figure, complete","1978","166692",""
"Ukraine","1974","Total","Data tabulated by year of registration","Final figure, complete","1975","156703",""
"Ukraine","1973","Total","Data tabulated by year of registration","Final figure, complete","1974","144673",""
"Ukraine","1972","Total","Data tabulated by year of registration","Final figure, complete","1972","138475",""
"Ukraine","1971","Total","Data tabulated by year of registration","Final figure, complete","1972","139626",""
"Ukraine","1970","Total","Data tabulated by year of registration","Final figure, complete","1972","135376",""
"Ukraine","1969","Total","Data tabulated by year of registration","Final figure, complete","1971","128979",""
"Ukraine","1968","Total","Data tabulated by year of registration","Final figure, complete","1969","136520",""
"Ukraine","1967","Total","Data tabulated by year of registration","Final figure, complete","1971","137377",""
"Ukraine","1966","Total","Data tabulated by year of registration","Final figure, complete","1976","140877",""
"Ukraine","1965","Total","Data tabulated by year of registration","Final figure, complete","1976","77781",""
"Ukraine","1964","Total","Data tabulated by year of registration","Final figure, complete","1976","67192",""
"Ukraine","1963","Total","Data tabulated by year of registration","Final figure, complete","1976","58254",""
"Ukraine","1962","Total","Data tabulated by year of registration","Final figure, complete","1976","58911",""
"Ukraine","1961","Total","Data tabulated by year of registration","Final figure, complete","1976","54273",""
"Ukraine","1960","Total","Data tabulated by year of registration","Final figure, complete","1976","53021",""
"Ukraine","1959","Total","Data tabulated by year of registration","Final figure, complete","1976","49804",""
"Ukraine","1958","Total","Data tabulated by year of registration","Final figure, complete","1976","43454",""
"Ukraine","1950","Total","Data tabulated by year of registration","Final figure, complete","1976","9746",""
"United Kingdom of Great Britain and Northern Ireland","2017","Total","Data tabulated by year of occurrence","Final figure, complete","2019","110862","7,81,82,83"
"United Kingdom of Great Britain and Northern Ireland","2016","Total","Data tabulated by year of occurrence","Final figure, complete","2018","118158","7,81,83"
"United Kingdom of Great Britain and Northern Ireland","2015","Total","Data tabulated by year of occurrence","Final figure, complete","2018","112412","7,81,83"
"United Kingdom of Great Britain and Northern Ireland","2014","Total","Data tabulated by year of occurrence","Final figure, complete","2018","122656","7,81,83"
"United Kingdom of Great Britain and Northern Ireland","2013","Total","Data tabulated by year of occurrence","Final figure, complete","2018","126719","7,81,83"
"United Kingdom of Great Britain and Northern Ireland","2012","Total","Data tabulated by year of occurrence","Final figure, complete","2018","130473","7,81,83"
"United Kingdom of Great Britain and Northern Ireland","2011","Total","Data tabulated by year of occurrence","Final figure, complete","2018","129772","7,81,83"
"United Kingdom of Great Britain and Northern Ireland","2010","Total","Data tabulated by year of occurrence","Final figure, complete","2018","132338","7,81,83"
"United Kingdom of Great Britain and Northern Ireland","2009","Total","Data tabulated by year of occurrence","Final figure, complete","2018","126520","7,81,83"
"United Kingdom of Great Britain and Northern Ireland","2008","Total","Data tabulated by year of occurrence","Final figure, complete","2018","135942","7,81,83"
"United Kingdom of Great Britain and Northern Ireland","2007","Total","Data tabulated by year of occurrence","Final figure, complete","2018","143825","7,81,83"
"United Kingdom of Great Britain and Northern Ireland","2006","Total","Data tabulated by year of occurrence","Final figure, complete","2017","147717","81,83"
"United Kingdom of Great Britain and Northern Ireland","2005","Total","Data tabulated by year of occurrence","Final figure, complete","2013","154559","83"
"United Kingdom of Great Britain and Northern Ireland","2004","Total","Data tabulated by year of occurrence","Final figure, complete","2013","166669","83"
"United Kingdom of Great Britain and Northern Ireland","2003","Total","Data tabulated by year of occurrence","Final figure, complete","2013","166218","83"
"United Kingdom of Great Britain and Northern Ireland","2002","Total","Data tabulated by year of occurrence","Final figure, complete","2013","160725","83"
"United Kingdom of Great Britain and Northern Ireland","2001","Total","Data tabulated by year of occurrence","Final figure, complete","2012","156798","83"
"United Kingdom of Great Britain and Northern Ireland","2000","Total","Data tabulated by year of occurrence","Final figure, complete","2010","154624","83"
"United Kingdom of Great Britain and Northern Ireland","1999","Total","Data tabulated by year of occurrence","Final figure, complete","2010","158754","83"
"United Kingdom of Great Britain and Northern Ireland","1998","Total","Data tabulated by year of occurrence","Final figure, complete","2001","159688","83"
"United Kingdom of Great Britain and Northern Ireland","1997","Total","Data tabulated by year of occurrence","Final figure, complete","2000","160733","83"
"United Kingdom of Great Britain and Northern Ireland","1996","Total","Data tabulated by year of occurrence","Final figure, complete","1998","171310","83"
"United Kingdom of Great Britain and Northern Ireland","1995","Total","Data tabulated by year of occurrence","Final figure, complete","1996","169621","83"
"United Kingdom of Great Britain and Northern Ireland","1994","Total","Data tabulated by year of occurrence","Final figure, complete","1995","173604","83"
"United Kingdom of Great Britain and Northern Ireland","1993","Total","Data tabulated by year of occurrence","Final figure, complete","1995","179539","81,83"
"United Kingdom of Great Britain and Northern Ireland","1992","Total","Data tabulated by year of occurrence","Final figure, complete","1994","174717","81,83"
"United Kingdom of Great Britain and Northern Ireland","1991","Total","Data tabulated by year of occurrence","Final figure, complete","1993","171144","81,83"
"United Kingdom of Great Britain and Northern Ireland","1990","Total","Data tabulated by year of occurrence","Final figure, complete","1992","165658","81,83"
"United Kingdom of Great Britain and Northern Ireland","1989","Total","Data tabulated by year of occurrence","Final figure, complete","1989","163942","81,83"
"United Kingdom of Great Britain and Northern Ireland","1988","Total","Data tabulated by year of occurrence","Final figure, complete","1989","165043","81,83"
"United Kingdom of Great Britain and Northern Ireland","1987","Total","Data tabulated by year of occurrence","Final figure, complete","1988","164208","81,83"
"United Kingdom of Great Britain and Northern Ireland","1986","Total","Data tabulated by year of occurrence","Final figure, complete","1988","167309","81,83"
"United Kingdom of Great Britain and Northern Ireland","1985","Total","Data tabulated by year of occurrence","Final figure, complete","1988","174666","81,83"
"United Kingdom of Great Britain and Northern Ireland","1984","Total","Data tabulated by year of occurrence","Final figure, complete","1988","157211","81,83"
"United Kingdom of Great Britain and Northern Ireland","1983","Total","Data tabulated by year of occurrence","Final figure, complete","1988","161406","81,83"
"United Kingdom of Great Britain and Northern Ireland","1982","Total","Data tabulated by year of occurrence","Final figure, complete","1988","158461","81,83"
"United Kingdom of Great Britain and Northern Ireland","1981","Total","Data tabulated by year of occurrence","Final figure, complete","1988","155427","81,83"
"United Kingdom of Great Britain and Northern Ireland","1980","Total","Data tabulated by year of occurrence","Final figure, complete","1988","156180","81,83"
"United Kingdom of Great Britain and Northern Ireland","1979","Total","Data tabulated by year of occurrence","Final figure, complete","1988","147453","81,83"
"United Kingdom of Great Britain and Northern Ireland","1978","Total","Data tabulated by year of occurrence","Final figure, complete","1988","152684","81,83"
"United Kingdom of Great Britain and Northern Ireland","1977","Total","Data tabulated by year of occurrence","Final figure, complete","1988","137494","81,83"
"United Kingdom of Great Britain and Northern Ireland","1976","Total","Data tabulated by year of occurrence","Final figure, complete","1988","134964","81,83"
"United Kingdom of Great Britain and Northern Ireland","1975","Total","Data tabulated by year of occurrence","Final figure, complete","1988","128417","81,83"
"United Kingdom of Great Britain and Northern Ireland","1974","Total","Data tabulated by year of occurrence","Final figure, complete","1988","120290","81,83"
"United Kingdom of Great Britain and Northern Ireland","1973","Total","Data tabulated by year of occurrence","Final figure, complete","1988","112687","81,83"
"United Kingdom of Great Britain and Northern Ireland","1972","Total","Data tabulated by year of occurrence","Final figure, complete","1988","124151","81,83"
"United Kingdom of Great Britain and Northern Ireland","1971","Total","Data tabulated by year of occurrence","Final figure, complete","1988","78787","81,83"
"United Kingdom of Great Britain and Northern Ireland","1970","Total","Data tabulated by year of occurrence","Final figure, complete","1988","62316","81,83"
"United Kingdom of Great Britain and Northern Ireland","1968","Total","Data tabulated by year of occurrence","Final figure, complete","1988","50040","81,83"
"United Kingdom of Great Britain and Northern Ireland","1967","Total","Data tabulated by year of occurrence","Final figure, complete","1988","45599","81,83"
"United Kingdom of Great Britain and Northern Ireland","1966","Total","Data tabulated by year of occurrence","Final figure, complete","1988","42796","81,83"
"United Kingdom of Great Britain and Northern Ireland","1965","Total","Data tabulated by year of occurrence","Final figure, complete","1988","40607","81,83"
"United Kingdom of Great Britain and Northern Ireland","1964","Total","Data tabulated by year of occurrence","Final figure, complete","1988","36701","81,83"
"United Kingdom of Great Britain and Northern Ireland","1963","Total","Data tabulated by year of occurrence","Final figure, complete","1988","33727","81,83"
"United Kingdom of Great Britain and Northern Ireland","1962","Total","Data tabulated by year of occurrence","Final figure, complete","1988","30519","81,83"
"United Kingdom of Great Britain and Northern Ireland","1961","Total","Data tabulated by year of occurrence","Final figure, complete","1988","26869","81,83"
"United Kingdom of Great Britain and Northern Ireland","1960","Total","Data tabulated by year of occurrence","Final figure, complete","1988","25279","81,83"
"United Kingdom of Great Britain and Northern Ireland","1959","Total","Data tabulated by year of occurrence","Final figure, complete","1988","25644","81,83"
"United Kingdom of Great Britain and Northern Ireland","1958","Total","Data tabulated by year of occurrence","Final figure, complete","1988","24062","81,83"
"United Kingdom of Great Britain and Northern Ireland","1957","Total","Data tabulated by year of occurrence","Final figure, complete","1988","25148","81,83"
"United Kingdom of Great Britain and Northern Ireland","1956","Total","Data tabulated by year of occurrence","Final figure, complete","1988","27694","81,83"
"United Kingdom of Great Britain and Northern Ireland","1955","Total","Data tabulated by year of occurrence","Final figure, complete","1988","28461","81,83"
"United Kingdom of Great Britain and Northern Ireland","1954","Total","Data tabulated by year of occurrence","Final figure, complete","1988","29604","81,83"
"United Kingdom of Great Britain and Northern Ireland","1953","Total","Data tabulated by year of occurrence","Final figure, complete","1988","32228","81,83"
"United Kingdom of Great Britain and Northern Ireland","1952","Total","Data tabulated by year of occurrence","Final figure, complete","1988","36134","81,83"
"United Kingdom of Great Britain and Northern Ireland","1951","Total","Data tabulated by year of occurrence","Final figure, complete","1988","30366","81,83"
"United Kingdom of Great Britain and Northern Ireland","1950","Total","Data tabulated by year of occurrence","Final figure, complete","1988","32671","81,83"
"United Kingdom of Great Britain and Northern Ireland","1949","Total","Data tabulated by year of occurrence","Final figure, complete","1988","36823","81,83"
"United Kingdom of Great Britain and Northern Ireland","1948","Total","Data tabulated by year of occurrence","Final figure, complete","1988","44919","81,83"
"United States of America","2019","Total","Data tabulated by year of occurrence","Final figure, complete","2021","746971","84"
"United States of America","2018","Total","Data tabulated by year of occurrence","Final figure, complete","2021","782038","84"
"United States of America","2017","Total","Data tabulated by year of occurrence","Final figure, complete","2021","787251","84"
"United States of America","2016","Total","Data tabulated by year of occurrence","Final figure, complete","2021","776288","85"
"United States of America","2015","Total","Data tabulated by year of occurrence","Final figure, complete","2017","800909","86"
"United States of America","2014","Total","Data tabulated by year of occurrence","Final figure, complete","2017","813862","86"
"United States of America","2013","Total","Data tabulated by year of occurrence","Final figure, complete","2017","832157","86"
"United States of America","2012","Total","Data tabulated by year of occurrence","Final figure, complete","2017","851000","87"
"United States of America","2011","Total","Data tabulated by year of occurrence","Final figure, complete","2013","877000","87"
"United States of America","2010","Total","Data tabulated by year of occurrence","Final figure, complete","2013","872000","87"
"United States of America","2009","Total","Data tabulated by year of occurrence","Final figure, complete","2013","840000","87"
"United States of America","2008","Total","Data tabulated by year of occurrence","Final figure, complete","2013","844000","87"
"United States of America","2007","Total","Data tabulated by year of occurrence","Final figure, complete","2013","856000","87"
"United States of America","2006","Total","Data tabulated by year of occurrence","Final figure, complete","2013","872000","87"
"United States of America","2005","Total","Data tabulated by year of occurrence","Final figure, complete","2013","847000","87"
"United States of America","2004","Total","Data tabulated by year of occurrence","Final figure, complete","2013","879000",""
"United States of America","2003","Total","Data tabulated by year of occurrence","Final figure, complete","2013","927000",""
"United States of America","2002","Total","Data tabulated by year of occurrence","Final figure, complete","2013","955000",""
"United States of America","2001","Total","Data tabulated by year of occurrence","Final figure, complete","2013","940000",""
"United States of America","2000","Total","Data tabulated by year of occurrence","Final figure, complete","2013","944000",""
"United States Virgin Islands","2003","Total","Data tabulated by year of occurrence","Final figure, complete","2008","425",""
"United States Virgin Islands","2002","Total","Data tabulated by year of occurrence","Final figure, complete","2008","489",""
"United States Virgin Islands","2001","Total","Data tabulated by year of occurrence","Final figure, complete","2008","436",""
"United States Virgin Islands","1993","Total","Data tabulated by year of occurrence","Final figure, complete","1994","469","88"
"United States Virgin Islands","1991","Total","Data tabulated by year of occurrence","Final figure, complete","1992","332",""
"United States Virgin Islands","1990","Total","Data tabulated by year of occurrence","Final figure, complete","1991","320","88"
"United States Virgin Islands","1989","Total","Data tabulated by year of occurrence","Final figure, complete","1991","322","88"
"United States Virgin Islands","1988","Total","Data tabulated by year of occurrence","Final figure, complete","1991","322","88"
"United States Virgin Islands","1987","Total","Data tabulated by year of occurrence","Final figure, complete","1991","380","88"
"United States Virgin Islands","1986","Total","Data tabulated by year of occurrence","Final figure, complete","1988","331","88"
"United States Virgin Islands","1985","Total","Data tabulated by year of occurrence","Final figure, complete","1988","365","88"
"United States Virgin Islands","1984","Total","Data tabulated by year of occurrence","Final figure, complete","1988","380","88"
"United States Virgin Islands","1983","Total","Data tabulated by year of occurrence","Final figure, complete","1988","315","88"
"United States Virgin Islands","1982","Total","Data tabulated by year of occurrence","Final figure, complete","1988","338","88"
"United States Virgin Islands","1981","Total","Data tabulated by year of occurrence","Final figure, complete","1988","408","88"
"United States Virgin Islands","1978","Total","Data tabulated by year of occurrence","Final figure, complete","1978","472","88"
"United States Virgin Islands","1977","Total","Data tabulated by year of occurrence","Final figure, complete","1978","443","88"
"United States Virgin Islands","1975","Total","Data tabulated by year of occurrence","Final figure, complete","1976","353","88"
"United States Virgin Islands","1974","Total","Data tabulated by year of occurrence","Final figure, complete","1976","454","88"
"United States Virgin Islands","1973","Total","Data tabulated by year of occurrence","Final figure, complete","1975","299","88"
"United States Virgin Islands","1972","Total","Data tabulated by year of occurrence","Final figure, complete","1975","239","88"
"United States Virgin Islands","1971","Total","Data tabulated by year of occurrence","Final figure, complete","1975","321","88"
"United States Virgin Islands","1970","Total","Data tabulated by year of occurrence","Final figure, complete","1975","268","88"
"United States Virgin Islands","1969","Total","Data tabulated by year of occurrence","Final figure, complete","1975","333","88"
"United States Virgin Islands","1968","Total","Data tabulated by year of occurrence","Final figure, complete","1976","322","88"
"United States Virgin Islands","1967","Total","Data tabulated by year of occurrence","Final figure, complete","1976","280","88"
"United States Virgin Islands","1966","Total","Data tabulated by year of occurrence","Final figure, complete","1976","293","88"
"United States Virgin Islands","1965","Total","Data tabulated by year of occurrence","Final figure, complete","1966","247","88"
"United States Virgin Islands","1964","Total","Data tabulated by year of occurrence","Final figure, complete","1967","200","88"
"United States Virgin Islands","1963","Total","Data tabulated by year of occurrence","Final figure, complete","1966","171","88"
"United States Virgin Islands","1962","Total","Data tabulated by year of occurrence","Final figure, complete","1966","180","88"
"United States Virgin Islands","1961","Total","Data tabulated by year of occurrence","Final figure, complete","1964","152","88"
"United States Virgin Islands","1960","Total","Data tabulated by year of occurrence","Final figure, complete","1964","135","88"
"United States Virgin Islands","1959","Total","Data tabulated by year of occurrence","Final figure, complete","1963","138","88"
"United States Virgin Islands","1958","Total","Data tabulated by year of occurrence","Final figure, complete","1963","132","88"
