"Country or Area Code","Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"37","Ghana","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","98.3",""
"37","Ghana","Total","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.8","7"
"37","Ghana","Total","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.8","18"
"37","Ghana","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.8","18"
"37","Ghana","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","98.4",""
"172","Gibraltar","Total","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","99.4",""
"172","Gibraltar","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","98.9",""
"172","Gibraltar","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","99.4","46"
"172","Gibraltar","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","101.5","46"
"172","Gibraltar","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.6",""
"172","Gibraltar","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.5",""
"172","Gibraltar","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.4","46"
"172","Gibraltar","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.3",""
"172","Gibraltar","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","99.2",""
"172","Gibraltar","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","99.2",""
"172","Gibraltar","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","99.3",""
"172","Gibraltar","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","94.4",""
"172","Gibraltar","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","94.2","46"
"172","Gibraltar","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","95.9","46"
"172","Gibraltar","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","92.9",""
"172","Gibraltar","Total","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","93.2",""
"172","Gibraltar","Total","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","92.5",""
"172","Gibraltar","Total","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","93.7",""
"172","Gibraltar","Total","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","93.9",""
"172","Gibraltar","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.0",""
"173","Greece","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.0",""
"173","Greece","Total","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.0",""
"173","Greece","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.0",""
"173","Greece","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.0",""
"173","Greece","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","101.8","47"
"173","Greece","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.0",""
"173","Greece","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.9",""
"173","Greece","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.4",""
"173","Greece","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.9","48"
"173","Greece","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.9","48"
"173","Greece","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.9","48"
"173","Greece","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.9","48"
"173","Greece","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.0","48"
"173","Greece","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.5",""
"173","Greece","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.2","48"
"173","Greece","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.4",""
"173","Greece","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.6",""
"173","Greece","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","102.9","47"
"173","Greece","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.0",""
"173","Greece","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.9",""
"173","Greece","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.3","48"
"173","Greece","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","103.3",""
"255","Greenland","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","87.4","5"
"255","Greenland","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","87.4","5"
"255","Greenland","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","87.3","5"
"255","Greenland","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","87.1","5"
"255","Greenland","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","87.3","5"
"255","Greenland","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","87.5","5"
"255","Greenland","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","87.5","5"
"255","Greenland","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","87.5","5"
"255","Greenland","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","87.5","5"
"255","Greenland","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","87.3","5"
"226","Grenada","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","103.9",""
"226","Grenada","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","103.3","49"
"226","Grenada","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.4",""
"226","Grenada","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.5",""
"226","Grenada","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.2",""
"226","Grenada","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.8",""
"226","Grenada","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.8",""
"226","Grenada","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.2",""
"226","Grenada","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.7",""
"226","Grenada","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.4",""
"226","Grenada","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.9",""
"226","Grenada","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.9",""
"226","Grenada","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.2",""
"226","Grenada","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","103.2",""
"226","Grenada","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.4",""
"226","Grenada","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.2",""
"226","Grenada","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.7",""
"226","Grenada","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","105.1",""
"225","Guadeloupe","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","108.3",""
"225","Guadeloupe","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","108.8","50"
"225","Guadeloupe","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","108.5","50"
"225","Guadeloupe","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","108.3","50"
"225","Guadeloupe","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","107.8",""
"225","Guadeloupe","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","107.8","50"
"225","Guadeloupe","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","108.0","50"
"225","Guadeloupe","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.7","3"
"225","Guadeloupe","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.3","3"
"225","Guadeloupe","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","106.2",""
"225","Guadeloupe","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","104.6","3"
"225","Guadeloupe","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","104.6",""
"225","Guadeloupe","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","104.5",""
"267","Guam","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","96.2",""
"267","Guam","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","95.5","4"
"267","Guam","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","95.7",""
"267","Guam","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","91.9",""
"267","Guam","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","87.7","4"
"267","Guam","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","87.7","4"
"267","Guam","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","87.7","4"
"267","Guam","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","87.7",""
"267","Guam","Total","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","91.6","3"
"267","Guam","Total","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","91.6","3"
"267","Guam","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","89.7",""
"227","Guatemala","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","104.9",""
"227","Guatemala","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","98.3","51"
"227","Guatemala","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","98.3","51"
"227","Guatemala","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","103.6",""
"227","Guatemala","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","98.3","51"
"227","Guatemala","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","98.2","51"
"227","Guatemala","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","98.2","51"
"227","Guatemala","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","98.1","51"
"227","Guatemala","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","98.1","51"
"227","Guatemala","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.1",""
"227","Guatemala","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","98.0","51"
"227","Guatemala","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","98.0","51"
"227","Guatemala","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","97.9","51"
"227","Guatemala","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","97.9","51"
"227","Guatemala","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","97.9","51"
"227","Guatemala","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","98.4",""
"227","Guatemala","Total","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","97.8","3"
"227","Guatemala","Total","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","97.8","3"
"227","Guatemala","Total","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","97.7","3"
"227","Guatemala","Total","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","97.7","3"
"227","Guatemala","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","97.6","3"
"227","Guatemala","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","98.0",""
"147","Guernsey","Total","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.3",""
"147","Guernsey","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","105.3","3"
"147","Guernsey","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.5",""
"147","Guernsey","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.7",""
"147","Guernsey","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","107.8","3"
"147","Guernsey","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.9",""
"147","Guernsey","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","108.0",""
"147","Guernsey","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","108.0",""
"147","Guernsey","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","106.6",""
"147","Guernsey","Total","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","106.6",""
"147","Guernsey","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.2",""
"38","Guinea","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","98.2",""
"38","Guinea","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","98.4",""
"38","Guinea","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","104.6",""
"38","Guinea","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","98.5",""
"38","Guinea","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","98.7",""
"38","Guinea","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","99.0",""
"40","Guinea-Bissau","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.5",""
"40","Guinea-Bissau","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.6",""
"40","Guinea-Bissau","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.9",""
"40","Guinea-Bissau","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","106.5",""
"40","Guinea-Bissau","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","103.1",""
"40","Guinea-Bissau","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","103.2",""
"229","Guyana","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","96.7",""
"229","Guyana","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.0",""
"229","Guyana","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","99.8",""
"229","Guyana","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.0",""
"229","Guyana","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.0",""
"229","Guyana","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.0",""
"229","Guyana","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","106.2",""
"229","Guyana","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.0",""
"229","Guyana","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.0",""
"229","Guyana","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.0",""
"229","Guyana","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.0",""
"229","Guyana","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.0",""
"229","Guyana","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","105.8",""
"229","Guyana","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.0","52"
"229","Guyana","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.0","52"
"229","Guyana","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.0","52"
"229","Guyana","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","103.0",""
"229","Guyana","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.0","52"
"229","Guyana","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.0",""
"229","Guyana","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","105.4",""
"229","Guyana","Total","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.0",""
"229","Guyana","Total","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.0",""
"229","Guyana","Total","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.0",""
"229","Guyana","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","103.5",""
"231","Haiti","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.0",""
"231","Haiti","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.1",""
"231","Haiti","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.4",""
"231","Haiti","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","102.7",""
"231","Haiti","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","103.1",""
"203","Holy See (Vatican)","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","50.9","53"
"203","Holy See (Vatican)","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","30.1","54"
"230","Honduras","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.4",""
"230","Honduras","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.5",""
"230","Honduras","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","102.3",""
"230","Honduras","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","100.7",""
"230","Honduras","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","99.9",""
"230","Honduras","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","99.5",""
"230","Honduras","Total","1988","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","101.3",""
"230","Honduras","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","99.3",""
"97","Hong Kong SAR","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","108.3","55"
"97","Hong Kong SAR","Total","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.6","3"
"97","Hong Kong SAR","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","106.5","3"
"97","Hong Kong SAR","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","105.6","3"
"97","Hong Kong SAR","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","104.2","56"
"97","Hong Kong SAR","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","104.6","3"
"97","Hong Kong SAR","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","103.4","3"
"97","Hong Kong SAR","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","106.9","55"
"97","Hong Kong SAR","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","102.4","3"
"97","Hong Kong SAR","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","101.4","3"
"97","Hong Kong SAR","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","100.6","3"
"97","Hong Kong SAR","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","100.0",""
"97","Hong Kong SAR","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","99.9","57"
"97","Hong Kong SAR","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","99.6",""
"97","Hong Kong SAR","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","101.2","55"
"97","Hong Kong SAR","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","98.6",""
"97","Hong Kong SAR","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","97.9",""
"97","Hong Kong SAR","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","96.8",""
"97","Hong Kong SAR","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","96.4",""
"97","Hong Kong SAR","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.8",""
"97","Hong Kong SAR","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.2",""
"97","Hong Kong SAR","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","95.2","55"
"97","Hong Kong SAR","Total","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","95.0",""
"97","Hong Kong SAR","Total","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","94.6",""
"97","Hong Kong SAR","Total","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","94.4",""
"97","Hong Kong SAR","Total","1986","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","94.6",""
"97","Hong Kong SAR","Total","1986","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","94.2",""
"97","Hong Kong SAR","Total","1985","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","93.8",""
"97","Hong Kong SAR","Total","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","93.8","55"
"175","Hungary","Total","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","109.9",""
"175","Hungary","Total","2004","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","110.6",""
"175","Hungary","Total","2003","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","110.5",""
"175","Hungary","Total","2002","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","110.4",""
"175","Hungary","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","110.2",""
"175","Hungary","Total","2001","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","110.3",""
"175","Hungary","Total","2000","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","109.6",""
"175","Hungary","Total","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","109.7",""
"175","Hungary","Total","1999","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","109.5",""
"175","Hungary","Total","1998","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","109.4",""
"175","Hungary","Total","1997","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","109.3",""
"175","Hungary","Total","1996","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","109.2",""
"175","Hungary","Total","1995","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","109.0",""
"175","Hungary","Total","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","109.0",""
"175","Hungary","Total","1994","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","108.8",""
"175","Hungary","Total","1993","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","108.7",""
"175","Hungary","Total","1992","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","108.5",""
"175","Hungary","Total","1991","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","108.3",""
"175","Hungary","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Census figure)","Women per 100 men","108.1",""
"175","Hungary","Total","1990","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","108.2",""
"175","Hungary","Total","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","108.2",""
"175","Hungary","Total","1989","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.4",""
"175","Hungary","Total","1988","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.3",""
"175","Hungary","Total","1987","UNSD_Demographic Yearbook Database_Sep2007 (Official national estimate)","Women per 100 men","107.2",""
